#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
   55    91    19     0  3.56186e+00  0.00000e+00  2.71198e-01    40
   55    91    19     0  3.16432e+00  0.00000e+00 -2.09722e-01    88
   55    91    19     0  2.24426e+00  0.00000e+00  1.96962e-01    96
   55    82    19     9  1.82497e+00  0.00000e+00 -1.85614e-01    96
   55    91    19     0  1.70845e+00  0.00000e+00 -8.38749e-02    88
