#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
  100   157    36     7  3.84590e+00  0.00000e+00  2.12526e-01    74
  100   132    36    32  2.50388e+01  0.00000e+00 -2.79296e-01   170
  100   164    36     0  1.79972e+01  0.00000e+00  2.62201e-01    74
  100   162    36     2  8.18966e+00  0.00000e+00 -1.47312e-01   170
  100   160    36     4  9.38758e+00  0.00000e+00  1.14715e-01    74
