#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
   42    74    10     0  2.20341e+00  0.00000e+00  4.14284e-01    44
   42    72    10     2  4.75158e-01  0.00000e+00 -1.47874e-01    28
   42    74    10     0  1.50130e+00  0.00000e+00  1.21977e-01    44
   42    72    10     2  9.01336e+00  0.00000e+00  1.21882e-01    48
   42    74    10     0  6.17470e-01  0.00000e+00 -7.68421e-02    32
