======================
NOrbitalIdx  72
======================
======================
======================
0 -nan -nan 
1 -nan -nan 
2 -nan -nan 
3 -nan -nan 
4 -nan -nan 
5 -nan -nan 
6 -nan -nan 
7 -nan -nan 
8 -nan -nan 
9 -nan -nan 
10 -nan -nan 
11 -nan -nan 
12 -nan -nan 
13 -nan -nan 
14 -nan -nan 
15 -nan -nan 
16 -nan -nan 
17 -nan -nan 
18 -nan -nan 
19 -nan -nan 
20 -nan -nan 
21 -nan -nan 
22 -nan -nan 
23 -nan -nan 
24 -nan -nan 
25 -nan -nan 
26 -nan -nan 
27 -nan -nan 
28 -nan -nan 
29 -nan -nan 
30 -nan -nan 
31 -nan -nan 
32 -nan -nan 
33 -nan -nan 
34 -nan -nan 
35 -nan -nan 
36 -nan -nan 
37 -nan -nan 
38 -nan -nan 
39 -nan -nan 
40 -nan -nan 
41 -nan -nan 
42 -nan -nan 
43 -nan -nan 
44 -nan -nan 
45 -nan -nan 
46 -nan -nan 
47 -nan -nan 
48 -nan -nan 
49 -nan -nan 
50 -nan -nan 
51 -nan -nan 
52 -nan -nan 
53 -nan -nan 
54 -nan -nan 
55 -nan -nan 
56 -nan -nan 
57 -nan -nan 
58 -nan -nan 
59 -nan -nan 
60 -nan -nan 
61 -nan -nan 
62 -nan -nan 
63 -nan -nan 
64 -nan -nan 
65 -nan -nan 
66 -nan -nan 
67 -nan -nan 
68 -nan -nan 
69 -nan -nan 
70 -nan -nan 
71 -nan -nan 
