#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
  100   190    10     0  5.12307e-01  0.00000e+00  2.79091e-01    20
  100   190    10     0  4.63484e-01  0.00000e+00  3.83424e-01    52
  100   190    10     0  4.76563e-01  0.00000e+00  2.85510e-01    20
  100   190    10     0  4.74592e-01  0.00000e+00  2.57053e-01    20
  100   190    10     0  4.70414e-01  0.00000e+00  2.44677e-01    20
  100   190    10     0  5.07715e-01  0.00000e+00  2.18437e-01    52
  100   190    10     0  6.21269e-01  0.00000e+00  1.80465e-01    20
  100   190    10     0  4.88952e-01  0.00000e+00  1.33142e-01    52
  100   190    10     0  5.47376e-01  0.00000e+00  1.00411e-01    52
  100   190    10     0  5.40768e-01  0.00000e+00  1.09043e-01    52
